upc,title,authors,categories,tags,series,language,releaseDate,pages,description,publisher,imageURL,thumbnailURL
75960608851500411,Star Wars: Lando - Double or Nothing (2018) #4,"Rodney Barnes, Vc Joe Caramagna, W. Scott Forbes, Andres Mossa, Mark Paniccia, Paolo Villanelli, ",Comic Books,Star Wars,Star Wars: Lando - Double or Nothing (2018),English,2018-08-29T00:00:00-0400,32,"THE GALAXY’S MOST DEBONAIR ROGUE! Having been freed from BATALLA and his warrior clan, LANDO now faces a host of new obstacles. Will he get past the STORMTROOPERS, find RYTHUS and get the arms to him and his people? Is all of this possible while wearing a cape? Will his mustache start a grooming trend? All will be answered in this issue!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/04/5b7ed7936eefa.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/04/5b7ed7936eefa.jpg
75960608851500511,Star Wars: Lando - Double or Nothing (2018) #5,"Rodney Barnes, Vc Joe Caramagna, W. Scott Forbes, Andres Mossa, Mark Paniccia, Paolo Villanelli, ",Comic Books,Star Wars,Star Wars: Lando - Double or Nothing (2018),English,2018-09-19T00:00:00-0400,32,LANDO’S made his way to an ambivalent Pretusian slave force. But can he convince them to stand up against the STORMTROOPERS who now are lower in number? Will ELLTHREE temper her passions in the face of massive droid abuses? Will Lando find a good card game and say “to hell with it all”?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/00/5b9996c987327.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/00/5b9996c987327.jpg
75960608761700111,Star Wars: Mace Windu (2017) #1,"Vc Joe Caramagna, Denys Cowan, Guru Efx, Matthew Owens, Roberto Poggi, Jesus Saiz, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Mace Windu (2017),English,2017-08-30T00:00:00-0400,32,"For over a thousand generations, the Jedi have been the peacekeepers of the galaxy - but now, at the dawn of the Clone Wars, they find themselves in a new role: generals in the Army of the Republic. As Mace Windu, one of the Jedi's greatest warriors, leads a small unit of Jedi into battle shortly after the war begins, the Jedi must make peace with their new role, or be lost to the violence around them!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/20/5988e1a0d21b3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/20/5988e1a0d21b3.jpg
75960608761700211,Star Wars: Mace Windu (2017) #2,"Vc Joe Caramagna, Keith Champagne, Roberto Poggi, Denys Cowan, Guru Efx, Matthew Owens, Jesus Saiz, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Mace Windu (2017),English,2017-09-27T00:00:00-0400,32,"On a planet of near-perpetual darkness, the Jedi must bring light. Mace finds both his faith and skill tested. For is it truly the place of the Jedi to go to war?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/80/59c289beab80a.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/80/59c289beab80a.jpg
75960608761700311,Star Wars: Mace Windu (2017) #3,"Vc Joe Caramagna, Denys Cowan, Guru Efx, Matthew Owens, Roberto Poggi, Jesus Saiz, Jordan D. White, ",Comic Books,Star Wars,Star Wars: Mace Windu (2017),English,2017-10-25T00:00:00-0400,32,Mace and his squad’s first mission of the newly begun Clone Wars continues! What do the Separatists want with the planet of Hissrich? Can Mace overcome mercenary droid AD-W4 to stop them?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/80/59e7b13bc93db.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/80/59e7b13bc93db.jpg
75960608761700411,Star Wars: Mace Windu (2017) #4,"Heather Antos, Vc Joe Caramagna, Denys Cowan, Edgar Salazar, Guru Efx, Scott Hanna, Roberto Poggi, Matthew Owens, Jesus Saiz, ",Comic Books,Star Wars,Star Wars: Mace Windu (2017),English,2017-11-29T00:00:00-0500,32,Mace’s faith in the Jedi path is tested when he is challenged – by one of his own!,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/30/5a14ad568af26.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/30/5a14ad568af26.jpg
75960608761700511,Star Wars: Mace Windu (2017) #5,"Heather Antos, Vc Joe Caramagna, Denys Cowan, Guru Efx, Matthew Owens, Roberto Poggi, Rod Reis, ",Comic Books,Star Wars,Star Wars: Mace Windu (2017),English,2017-12-27T00:00:00-0500,32,"Having rooted out the rebellion in their ranks, Master Windu and his companions make their final stand against the AD-W4 and his droid army!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/30/5a31a2edc55f9.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/30/5a31a2edc55f9.jpg
75960609986300111,Star Wars: The Mandalorian (2022) #1,"Rodney Barnes, Vc Joe Caramagna, Adi Granov, Georges Jeanty, Mark Paniccia, Rachelle Rosenberg, Karl Story, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2022-07-13T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/40/62b9e061035c9.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/40/62b9e061035c9.jpg
75960609986300211,Star Wars: The Mandalorian (2022) #2,"Kaare Andrews, Rodney Barnes, Vc Joe Caramagna, Georges Jeanty, Mark Paniccia, Rachelle Rosenberg, Karl Story, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2022-08-17T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/62f3c657ad583.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/62f3c657ad583.jpg
75960609986300311,Star Wars: The Mandalorian (2022) #3,"David Baldeon, Gary Frank, Rodney Barnes, Vc Joe Caramagna, Georges Jeanty, Mark Paniccia, Rachelle Rosenberg, Israel Silva, Karl Story, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2022-09-21T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/50/631b3591cf5d4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/50/631b3591cf5d4.jpg
75960609986300411,Star Wars: The Mandalorian (2022) #4,"Rodney Barnes, Vc Joe Caramagna, Georges Jeanty, Phil Noto, Mark Paniccia, Rachelle Rosenberg, Karl Story, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2022-10-05T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/40/633cefa069d3b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/40/633cefa069d3b.jpg
75960609986300511,Star Wars: The Mandalorian (2022) #5,"Rodney Barnes, Vc Joe Caramagna, Stephanie Hans, Georges Jeanty, Mark Paniccia, Rachelle Rosenberg, Dexter Vines, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2022-11-02T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/70/63613a08bf8e5.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/63613a08bf8e5.jpg
75960609986300611,Star Wars: The Mandalorian (2022) #6,"Rodney Barnes, Vc Joe Caramagna, Wayne Faucher, Karl Story, Patrick Gleason, Georges Jeanty, Mark Paniccia, Rachelle Rosenberg, Alejandro Sanchez, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2022-12-14T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/d0/639a7b072f9d4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/d0/639a7b072f9d4.jpg
75960609986300711,Star Wars: The Mandalorian (2022) #7,"Rodney Barnes, Vc Joe Caramagna, Wayne Faucher, Dexter Vines, Georges Jeanty, Steve Mcniven, Mark Paniccia, Rachelle Rosenberg, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2023-01-11T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/30/63b476acb519a.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/30/63b476acb519a.jpg
75960609986300811,Star Wars: The Mandalorian (2022) #8,"Rodney Barnes, Federico Blee, Vc Joe Caramagna, Wayne Faucher, Karl Story, Dexter Vines, Georges Jeanty, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, ",Comic Books,Star Wars,Star Wars: The Mandalorian (2022 - Present),English,2023-03-01T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/63f4e96d56b32.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/63f4e96d56b32.jpg
75960620396300211,Star Wars: Obi-Wan (2022) #2,"Christopher Cantwell, Vc Joe Caramagna, Phil Noto, Mark Paniccia, Luke Ross, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Obi-Wan (2022),English,2022-06-29T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/0/04/62b9e0ef6ec8f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/0/04/62b9e0ef6ec8f.jpg
75960620396300311,Star Wars: Obi-Wan (2022) #3,"Christopher Cantwell, Vc Joe Caramagna, Alessandro Miracolo, Phil Noto, Mark Paniccia, Frank William, ",Comic Books,Star Wars,Star Wars: Obi-Wan (2022),English,2022-07-27T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/10/62dab2c5ed491.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/10/62dab2c5ed491.jpg
75960620396300411,Star Wars: Obi-Wan (2022) #4,"Christopher Cantwell, Vc Joe Caramagna, Sebastian Cheng, Madibek Musabekov, Phil Noto, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Obi-Wan (2022),English,2022-08-31T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/0/03/630507056f3d2.jpg,http://i.annihil.us/u/prod/marvel/i/mg/0/03/630507056f3d2.jpg
75960620396300511,Star Wars: Obi-Wan (2022) #5,"Christopher Cantwell, Vc Joe Caramagna, Wayne Faucher, Adriana Melo, Phil Noto, Mark Paniccia, Dono Sanchez-Almara, ",Comic Books,Star Wars,Star Wars: Obi-Wan (2022),English,2022-09-14T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/631b39e3e9645.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/631b39e3e9645.jpg
75960608258200111,Star Wars Special: C-3PO (2016) #1,"Tony Harris, Tradd Moore, Jordan D. White, ",Comic Books,Star Wars,Star Wars Special: C-3PO (2016),English,2016-04-13T00:00:00-0400,40,"Follow everyone’s favorite protocol droid as he Journeys to Star Wars: The Force Awakens, in this special one-shot leading up to his appearance in the film! Just how did Threepio get a red arm, anyway? Find out here as the blockbuster creative team of James Robinson and Tony Harris of DC’s Starman reunite for the first time in nearly two decades! You may be fluent in over six million forms of communication...but this book is a must have in any language!

Star Wars © Lucasfilm Ltd. & TM. All rights reserved. Used under authorization.
Text and illustrations for Star Wars are © 2015 Lucasfilm Ltd.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/00/584f1fea27b00.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/00/584f1fea27b00.jpg
75960608734100111,Star Wars: Rogue One - Cassian & K-2SO Special (2017) #1,"Heather Antos, Fernando Blanco, Vc Clayton Cowles, Marcelo Maiolo, Duane Swierczynski, Julian Totino Tedesco, ",Comic Books,Star Wars,Star Wars: Rogue One - Cassian & K-2SO Special (2017),English,2017-08-09T00:00:00-0400,40,"Cassian Andor is one of the top intelligence agents in the ranks of the Rebel Alliance, ably assisted by his reprogrammed Imperial security droid, K-2SO. But naturally, the two weren't always on the same side of the Galactic Civil War. Now, for the first time, read the story of the pair's first contentious meeting! It is very likely not to go well.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/597796921aabb.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/e0/597796921aabb.jpg
75960608850800111,Star Wars: The Last Jedi - DJ - Most Wanted (2018) #1,"Ben Acker, Ben Blacker, Vc Clayton Cowles, Marc Deering, Jeff Dekal, Javier Tartaglia, Kev Walker, Jordan D. White, ",Comic Books,Star Wars,Star Wars: The Last Jedi - DJ - Most Wanted (2018),English,2018-01-31T00:00:00-0500,40,"When STAR WARS: THE LAST JEDI takes theaters in FORCE (get it?) this December, Star Wars fans will get a peek into some new dark corners of the Galaxy Far Away…and out of one of those corners scuttles DJ, the mysterious character played by Benecio Del Toro! Who is this mystery man, and what put him in the path of our Resistance heroes? Join Ben Acker & Ben Blacker (Star Wars Join the Resistance, Star Wars: The Last Jedi – The Storms of Crait) and Kev Walker (Star Wars: Doctor Aphra, Darkhawk) as they reveal a day in DJ’s life just before his appearance in the film!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/7/50/5a68ee5b24979.jpg,http://i.annihil.us/u/prod/marvel/i/mg/7/50/5a68ee5b24979.jpg
75960609058700111,Star Wars: Beckett (2018) #1,"Jordan Boyd, John Tyler Christopher, Gerry Duggan, Marc Laming, Edgar Salazar, Will Sliney, Vc Travis Lanham, Mark Paniccia, ",Comic Books,Star Wars,Star Wars: Beckett (2018),English,2018-08-15T00:00:00-0400,48,"THE GOOD, THE BAD AND THE DEADLY! TOBIAS BECKETT taught HAN SOLO everything he knows about surviving hoodlum-filled cantinas and backwater worlds. But who is this career outlaw and why is ENFYS NEST— one of the galaxy’s most dangerous and brutal marauders — so dead set on taking him down once and for all? Find out in this original tale of a man who has gamed star system after star system, but at a cost that no heist can make up for.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/50/5b6c7c31e285b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/50/5b6c7c31e285b.jpg
75960620228700111,Star Wars: Life Day (2021) #1,"Ivan Fiorelli, Paul Fry, Victor Olazaba, Kei Zama, Jody Houser, Justina Ireland, Steve Orlando, Cavan Scott, Georges Jeanty, Vc Ariana Maher, Phil Noto, Mark Paniccia, Pete Pantazis, Ruth Redmond, Alex Sinclair, Chris Sotomayor, ",Comic Books,Star Wars,Star Wars: Life Day (2021),English,2021-11-24T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/10/618ea50e9ed96.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/10/618ea50e9ed96.jpg
75960620423600111,Star Wars: Visions (2022) #1,"Vc Joe Caramagna, Daniel Khazem, Takashi Okazaki, ",Comic Books,Star Wars,Star Wars: Visions (2022),English,2022-10-12T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/e/03/634f65f155860.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/03/634f65f155860.jpg
75960608669600111,Star Wars: The Screaming Citadel (2017) #1,"Vc Joe Caramagna, Marco Checchetto, Kieron Gillen, Andres Mossa, Jordan D. White, ",Comic Books,Star Wars,Star Wars: The Screaming Citadel (2017),English,2017-05-10T00:00:00-0400,40,“THE SCREAMING CITADEL” — PART 1. Rebel pilot and rogue archaeologist wander side by side into the darkest shadows of the galaxy as Luke Skywalker reluctantly teams up with Doctor Aphra! The Doctor makes Luke an offer he can’t afford to pass up…one that leads him to a very rare gathering at the heart of the infamous Screaming Citadel. Will Luke find what he’s looking for? Can Aphra be trusted? Or will they both wind up victims of the Citadel’s Queen?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/90/5908c60f8eb0d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/90/5908c60f8eb0d.jpg
75960608664100111,Star Wars: Rogue One Adaptation (2017) #1,"Heather Antos, Jan Bazaldua, Emilio Laiso, Vc Clayton Cowles, Jody Houser, Phil Noto, Rachelle Rosenberg, ",Comic Books,Star Wars,Star Wars: Rogue One Adaptation (2017),English,2017-04-05T00:00:00-0400,40,"The Rebellion is here! The biggest movie of the year jumps from the big screen to the comic book page! All looks lost for the Rebellion against the Empire as they learn of the existence of a new super-weapon — the Death Star. New heroes Jyn Erso and Cassian Andor set out on a desperate mission to steal the plans to destroy the new super-weapon. Written by Jody Houser (MAX RIDE) and drawn by Emilio Laiso (STAR WARS ANNUAL; HERCULES), join as the story is set up for the epic saga to follow…",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/40/58da8c0df0192.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/40/58da8c0df0192.jpg
75960608388600111,Star Wars Director's Cut (2015),"Jason Aaron, John Cassaday, Jeff Youngquist, ",Comic Books,Star Wars,Star Wars Director's Cut (2015),English,2015-06-17T00:00:00-0400,56,"Read Star Wars #1 again, or for the very first time! Then, go behind the scenes as you experience the making of this landmark debut from writer Jason Aaron and artist John Cassaday. See script pages and in-progress artwork from the first issue as the Star Wars universe is brought to life by Marvel!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/40/5c63162f25e3d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/40/5c63162f25e3d.jpg
75960608113400511,Star Wars (2015) #5,"Jason Aaron, John Cassaday, ",Comic Books,Star Wars,Star Wars (2015 - 2019),English,2015-05-20T00:00:00-0400,32,"THE GREATEST SPACE ADVENTURE OF ALL TIME CONTINUES! As Luke goes home in search of the truth about his late mentor...  ...Leia takes Han on a secret mission of vital importance to the Rebellion. Unfortunately, they both run into some unfriendly encounters. 
Star Wars © Lucasfilm Ltd. & TM. All rights reserved. Used under authorization. Text and illustrations for Star Wars are © 2015 Lucasfilm Ltd.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/50/5559e6503c697.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/50/5559e6503c697.jpg
75960608370100211,Star Wars Annual (2015) #2,"Emilio Laiso, Mike Mayhew, Kelly Thompson, Jordan D. White, ",Comic Books,Star Wars,Star Wars Annual (2015 - Present),English,2016-11-30T00:00:00-0500,40,"Princess Leia is on a top-secret dangerous mission that brings her to a planet that wants no part of the war against the Empire. But when an injury threatens to end her mission, can she inspire that rebel spirit in those who just want to keep their heads down? Writer Kelly Thompson (A-FORCE) and artist Emilio Laiso (GODS OF WAR) bring us an all-new tale of Alderaan’s last monarch in action!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/80/582cbeefcd4dd.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/80/582cbeefcd4dd.jpg
75960609600800151,Star Wars (2020) #1 (Variant),"Vc Clayton Cowles, Neeraj Menon, Mark Paniccia, Arif Prianto, Jesus Saiz, Charles Soule, Chris Sprouse, Karl Story, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-01-01T00:00:00-0500,48,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/10/5e00d8b4d4192.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/10/5e00d8b4d4192.jpg
75960609600800211,Star Wars (2020) #2,"Vc Clayton Cowles, Guru Efx, Mark Paniccia, Arif Prianto, Jesus Saiz, R.B. Silva, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-01-29T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/80/5e289079a8269.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/80/5e289079a8269.jpg
75960609600800311,Star Wars (2020) #3,"Vc Clayton Cowles, Guru Efx, Mark Paniccia, Arif Prianto, Jesus Saiz, R.B. Silva, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-02-26T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5e28a3f4e7a40.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/40/5e28a3f4e7a40.jpg
75960609600800411,Star Wars (2020) #4,"Vc Clayton Cowles, Guru Efx, Mark Paniccia, Arif Prianto, Rachelle Rosenberg, Jesus Saiz, R.B. Silva, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-03-18T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/40/5e67becadbfb3.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/40/5e67becadbfb3.jpg
75960609600800511,Star Wars (2020) #5,"Dan Brown, Arif Prianto, Vc Clayton Cowles, Guru Efx, Mark Paniccia, Jesus Saiz, R.B. Silva, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-08-05T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/b0/5e8b6cf4489e9.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/b0/5e8b6cf4489e9.jpg
75960609600800611,Star Wars (2020) #6,"Vc Clayton Cowles, Guru Efx, Mark Paniccia, Arif Prianto, Jesus Saiz, R.B. Silva, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-09-16T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/03/5f59430930e46.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/03/5f59430930e46.jpg
75960609600800711,Star Wars (2020) #7,"Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-10-07T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/5f735c3ebfd2f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/f/a0/5f735c3ebfd2f.jpg
75960609600800811,Star Wars (2020) #8,"Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Ramon Rosanas, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-11-04T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/60/601af7796dbc1.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/60/601af7796dbc1.jpg
75960609600800911,Star Wars (2020) #9,"Jan Bazaldua, Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2020-12-09T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/50/5fcfb8a776485.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/50/5fcfb8a776485.jpg
75960609600801011,Star Wars (2020) #10,"Jan Bazaldua, Rain Beredo, Vc Clayton Cowles, Carlo Pagulayan, Mark Paniccia, Jason Paz, Rachelle Rosenberg, Charles Soule, ",Comic Books,Star Wars,Star Wars (2020 - Present),English,2021-01-06T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/00/5ff32d6aad522.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/00/5ff32d6aad522.jpg
