upc,title,authors,categories,tags,series,language,releaseDate,pages,description,publisher,imageURL,thumbnailURL
75960609724101011,Star Wars: Doctor Aphra (2020) #10,"Vc Joe Caramagna, Guru Efx, Ray-Anthony Height, Victor Olazaba, Mark Paniccia, Rachelle Rosenberg, Joshua ""Sway” Swaby, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2021-05-26T00:00:00-0400,32,"PRELUDE TO WAR OF THE BOUNTY HUNTERS: """"THE INVITATION"""" DOCTOR APHRA and SANA STARROS find themselves cornered by VUKORAH and the UNBROKEN CLAN! Can they pull off a daring escape--even if that means surrendering the NIHIL HYPERDRIVE? And what sets them on a collision course with one of the most deadly BOUNTY HUNTERS in the galaxy?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/60/60afe2c7e74f1.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/60/60afe2c7e74f1.jpg
75960609724101111,Star Wars: Doctor Aphra (2020) #11,"Vc Joe Caramagna, Meghan Hetrick, Sara Pichelli, Minkyu Jung, Victor Olazaba, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2021-06-30T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/609ee5c024c79.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/b0/609ee5c024c79.jpg
75960609724101211,Star Wars: Doctor Aphra (2020) #12,"Vc Joe Caramagna, Minkyu Jung, Victor Olazaba, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2021-07-14T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/50/60e72a5976d97.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/50/60e72a5976d97.jpg
75960609724101311,Star Wars: Doctor Aphra (2020) #13,"Vc Joe Caramagna, Minkyu Jung, Victor Olazaba, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2021-08-25T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/40/60e5e1f5061b9.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/40/60e5e1f5061b9.jpg
75960609724101411,Star Wars: Doctor Aphra (2020) #14,"Vc Joe Caramagna, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, Federico Sabbatini, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2021-09-08T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/614260c40cce5.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/614260c40cce5.jpg
75960609724101511,Star Wars: Doctor Aphra (2020) #15,"Vc Joe Caramagna, Minkyu Jung, Victor Olazaba, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2021-10-13T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/10/6160b670a9a36.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/10/6160b670a9a36.jpg
75960609724101611,Star Wars: Doctor Aphra (2020) #16,"Vc Joe Caramagna, Minkyu Jung, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2021-11-17T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/50/6214fabb2b5c0.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/50/6214fabb2b5c0.jpg
75960609724101711,Star Wars: Doctor Aphra (2020) #17,"Vc Joe Caramagna, Minkyu Jung, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-01-05T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/61ae1d0674d31.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/61ae1d0674d31.jpg
75960609724101811,Star Wars: Doctor Aphra (2020) #18,"Vc Joe Caramagna, Minkyu Jung, Mark Paniccia, Sara Pichelli, Rachelle Rosenberg, Alyssa Wong, Nolan Woodard, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-01-19T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/10/61cf401980b26.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/10/61cf401980b26.jpg
75960609724101911,Star Wars: Doctor Aphra (2020) #19,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-03-23T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/00/61f018f20168b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/00/61f018f20168b.jpg
75960609724102011,Star Wars: Doctor Aphra (2020) #20,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-05-18T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/627bf79055b51.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/627bf79055b51.jpg
75960609724102111,Star Wars: Doctor Aphra (2020) #21,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-07-13T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/40/62b9e0be3418d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/40/62b9e0be3418d.jpg
75960609724102211,Star Wars: Doctor Aphra (2020) #22,"Natacha Bustos, Minkyu Jung, Vc Joe Caramagna, W. Scott Forbes, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-07-27T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/50/62dab2b82089f.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/50/62dab2b82089f.jpg
75960609724102311,Star Wars: Doctor Aphra (2020) #23,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-08-24T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/80/6305074c13698.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/80/6305074c13698.jpg
75960609724102411,Star Wars: Doctor Aphra (2020) #24,"Vc Joe Caramagna, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Chris Sotomayor, Alyssa Wong, Rickie Yagawa, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-09-28T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/30/631b3505b8d92.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/30/631b3505b8d92.jpg
75960609724102511,Star Wars: Doctor Aphra (2020) #25,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-10-26T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/90/6352e59c68848.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/90/6352e59c68848.jpg
75960609724102611,Star Wars: Doctor Aphra (2020) #26,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-11-16T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/70/6372559bbbb54.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/6372559bbbb54.jpg
75960609724102711,Star Wars: Doctor Aphra (2020) #27,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2022-12-28T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/50/639a7a11cd6b8.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/50/639a7a11cd6b8.jpg
75960609724102811,Star Wars: Doctor Aphra (2020) #28,"Vc Joe Caramagna, W. Scott Forbes, Minkyu Jung, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2023-01-25T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/10/63d28f94e5840.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/10/63d28f94e5840.jpg
75960609724102911,Star Wars: Doctor Aphra (2020) #29,"Jesus Aburtov, Natacha Bustos, Vc Joe Caramagna, Ema Lupacchino, Mark Paniccia, Rachelle Rosenberg, Alyssa Wong, ",Comic Books,Star Wars,Star Wars: Doctor Aphra (2020 - Present),English,2023-02-22T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/80/63f4e9cc1f25b.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/80/63f4e9cc1f25b.jpg
75960608493700111,Star Wars: The Force Awakens Adaptation (2016) #1,"Esad Ribic, Luke Ross, Chuck Wendig, ",Comic Books,Star Wars,Star Wars: The Force Awakens Adaptation (2016),English,2016-06-22T00:00:00-0400,48,"It’s true—all of it! The biggest movie of the year jumps from the big screen to the comic book page! It’s been three decades since the Rebel Alliance destroyed the Death Star and toppled the Galactic Empire...but now, on the remote planet of Jakku...there is a stirring in the Force. A young scavenger named Rey...a deserting stormtrooper named Finn...an ace pilot name Poe...and a dark apprentice named Kylo Ren...Their lives are about to collide as the awakening begins. Written by Chuck Wendig (STAR WARS: AFTERMATH) and drawn by Luke Ross (HERCULES), take us on our first steps back into the Saga of a lifetime!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/03/576802f6a0305.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/03/576802f6a0305.jpg
75960608493700211,Star Wars: The Force Awakens Adaptation (2016) #2,"Mike Mayhew, Luke Ross, Chuck Wendig, ",Comic Books,Star Wars,Star Wars: The Force Awakens Adaptation (2016),English,2016-07-27T00:00:00-0400,32,"The saga continues! Desert scavenger Rey and ex-stormtrooper Finn are being pursued by the evil First Order! But can they escape Jakku in an old “hunk of junk” YT-1300 freighter? And what new threats will they find in a galaxy far, far away?
Star Wars © Lucasfilm Ltd. & TM. All rights reserved. Used under authorization. Text and illustrations for Star Wars are © 2016 Lucasfilm Ltd.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/60/5792694eb70f7.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/60/5792694eb70f7.jpg
75960608493700311,Star Wars: The Force Awakens Adaptation (2016) #3,"Mike Deodato, Luke Ross, Chuck Wendig, Jordan D. White, ",Comic Books,Star Wars,Star Wars: The Force Awakens Adaptation (2016),English,2016-08-24T00:00:00-0400,32,"Rey and Finn escaped Jakku in the Millennium Falcon and teamed up with Han Solo and Chewbacca! But they’re not in the clear yet — there be RATHTARS! Meanwhile, Kylo Ren meets with the mysterious Supreme Leader Snoke! The search for Luke Skywalker continues!
Star Wars © Lucasfilm Ltd. & TM. All rights reserved. Used under authorization. Text and illustrations for Star Wars are © 2016 Lucasfilm Ltd.",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/03/57b3744f23098.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/03/57b3744f23098.jpg
75960608493700411,Star Wars: The Force Awakens Adaptation (2016) #4,"Mike Del Mundo, Luke Ross, Chuck Wendig, ",Comic Books,Star Wars,Star Wars: The Force Awakens Adaptation (2016),English,2016-09-14T00:00:00-0400,32,"Rey, Finn, Han and Chewie have reached Maz Kanata’s castle…but the Force is calling Rey to Luke’s lightsaber! Meanwhile, our heroes have been discovered! The First Order strikes!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/60/57c98469d44d2.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/60/57c98469d44d2.jpg
75960608493700511,Star Wars: The Force Awakens Adaptation (2016) #5,"Rafael Albuquerque, Luke Ross, Chuck Wendig, ",Comic Books,Star Wars,Star Wars: The Force Awakens Adaptation (2016),English,2016-10-12T00:00:00-0400,32,"Rey has been captured by the evil First Order! Meanwhile, Finn plans a mission with the Resistance in order to save Rey and destroy Starkiller Base! Only the vicious Kylo Ren stands in their way…",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/20/57f550747972a.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/20/57f550747972a.jpg
75960608493700611,Star Wars: The Force Awakens Adaptation (2016) #6,"Paolo Rivera, Luke Ross, Chuck Wendig, ",Comic Books,Star Wars,Star Wars: The Force Awakens Adaptation (2016),English,2016-11-09T00:00:00-0500,32,"It’s the Resistance vs the First Order as the attack on Starkiller Base continues! Meanwhile, Rey must use a lightsaber for the first time in a battle against Kylo Ren! Will the Resistance finally find the mysterious location of the vanished Jedi Luke Skywalker? The saga continues!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/03/5817ac2076840.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/03/5817ac2076840.jpg
75960620223200131,Star Wars: The Halcyon Legacy (2022) #1 (Variant),"Mark Paniccia, Rachelle Rosenberg, Vc Joe Sabino, Ethan Sacks, Will Sliney, ",Comic Books,Star Wars,Star Wars: The Halcyon Legacy (2022),English,2022-02-02T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/80/61fab11f0f14d.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/80/61fab11f0f14d.jpg
75960620223200231,Star Wars: The Halcyon Legacy (2022) #2 (Variant),"Mark Paniccia, Rachelle Rosenberg, Vc Joe Sabino, Ethan Sacks, Will Sliney, ",Comic Books,Star Wars,Star Wars: The Halcyon Legacy (2022),English,2022-03-16T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/70/6227c8bf2d7bc.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/70/6227c8bf2d7bc.jpg
75960620223200331,Star Wars: The Halcyon Legacy (2022) #3 (Variant),"Mark Paniccia, Rachelle Rosenberg, Vc Joe Sabino, Ethan Sacks, Will Sliney, Annie Wu, ",Comic Books,Star Wars,Star Wars: The Halcyon Legacy (2022),English,2022-05-11T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/03/6275380d229d4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/03/6275380d229d4.jpg
75960620223200411,Star Wars: The Halcyon Legacy (2022) #4,"E.M. Gist, Mark Paniccia, Rachelle Rosenberg, Vc Joe Sabino, Ethan Sacks, Will Sliney, ",Comic Books,Star Wars,Star Wars: The Halcyon Legacy (2022),English,2022-07-06T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/62b9e06b100f6.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/62b9e06b100f6.jpg
75960620223200511,Star Wars: The Halcyon Legacy (2022) #5,"E.M. Gist, Mark Paniccia, Rachelle Rosenberg, Vc Joe Sabino, Ethan Sacks, Will Sliney, ",Comic Books,Star Wars,Star Wars: The Halcyon Legacy (2022),English,2022-08-03T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/e/80/62dab23aaca94.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/80/62dab23aaca94.jpg
75960620225600111,Star Wars: Han Solo & Chewbacca (2022) #1,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-03-09T00:00:00-0500,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/d/c0/622780195817c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/d/c0/622780195817c.jpg
75960620225600211,Star Wars: Han Solo & Chewbacca (2022) #2,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-05-18T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/c/50/62b9e2380fafb.jpg,http://i.annihil.us/u/prod/marvel/i/mg/c/50/62b9e2380fafb.jpg
75960620225600311,Star Wars: Han Solo & Chewbacca (2022) #3,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-07-13T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/62b9e0ad33911.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/62b9e0ad33911.jpg
75960620225600411,Star Wars: Han Solo & Chewbacca (2022) #4,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-07-20T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/62dab2f1d35ec.jpg,http://i.annihil.us/u/prod/marvel/i/mg/e/d0/62dab2f1d35ec.jpg
75960620225600511,Star Wars: Han Solo & Chewbacca (2022) #5,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-08-10T00:00:00-0400,32,"“LET’S KEEP A LITTLE OPTIMISM HERE.” But optimism is hard to come by with the Millennium Falcon gone and Han and Chewie in their toughest spot ever!  Greedo is back and boy, is he mad!  Featuring the returns of Marshal Buck Vancto and Khel Tanna. Which one is going to get their hands on Han first?",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/62ed837a6d416.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/62ed837a6d416.jpg
75960620225600611,Star Wars: Han Solo & Chewbacca (2022) #6,"Vc Joe Caramagna, Paul Fry, David Messina, Marc Guggenheim, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-09-28T00:00:00-0400,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/631b3505bcb93.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/631b3505bcb93.jpg
75960620225600711,Star Wars: Han Solo & Chewbacca (2022) #7,"Vc Joe Caramagna, Paul Fry, Marc Guggenheim, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-11-16T00:00:00-0500,32,"The Return Of [REDACTED]! Outgunned and outnumbered, Chewie makes a daring escape from prison! Greedo is on the run, and you won’t believe who is after him! [REDACTED] is back! And boy, are they mad!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/63725579da2a7.jpg,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/63725579da2a7.jpg
75960620225600811,Star Wars: Han Solo & Chewbacca (2022) #8,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2022-12-28T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/70/639a7a11db649.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/639a7a11db649.jpg
75960620225600911,Star Wars: Han Solo & Chewbacca (2022) #9,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2023-01-18T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/10/63c7fa9d93e53.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/10/63c7fa9d93e53.jpg
75960620225601011,Star Wars: Han Solo & Chewbacca (2022) #10,"Vc Joe Caramagna, Marc Guggenheim, David Messina, Phil Noto, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2023-03-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/6/70/63f4e9705d20c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/6/70/63f4e9705d20c.jpg
75960620225601041,Star Wars: Han Solo & Chewbacca (2022) #10 (Variant),"Vc Joe Caramagna, Marc Guggenheim, David Messina, PEACH MOMOKO, Mark Paniccia, Alex Sinclair, ",Comic Books,Star Wars,Star Wars: Han Solo & Chewbacca (2022 - 2023),English,2023-03-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/63fce1034a0de.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/63fce1034a0de.jpg
75960620457100111,Star Wars: Hidden Empire (2022) #1,"Steven Cummings, Guru Efx, Vc Travis Lanham, Victor Olazaba, Mark Paniccia, Rachelle Rosenberg, Paulo Siqueira, Charles Soule, ",Comic Books,Star Wars,Star Wars: Hidden Empire (2022 - 2023),English,2022-11-16T00:00:00-0500,40,"The mysterious syndicate Crimson Dawn and its leader Lady Qi'ra have become the galaxy's most wanted criminals, as Emperor Palpatine realizes the scope of Qi'ra's plans against him and moves to destroy her. But Qi’ra still has tricks up her sleeve, and with the help of the Knights Of Ren and her many other allies, she will not go down without a fight!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/1/50/63725579d95d2.jpg,http://i.annihil.us/u/prod/marvel/i/mg/1/50/63725579d95d2.jpg
75960620457100211,Star Wars: Hidden Empire (2022) #2,"Steven Cummings, Guru Efx, Vc Travis Lanham, Victor Olazaba, Mark Paniccia, Rachelle Rosenberg, Paulo Siqueira, Charles Soule, ",Comic Books,Star Wars,Star Wars: Hidden Empire (2022 - 2023),English,2022-12-07T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/4/80/63863cee78368.jpg,http://i.annihil.us/u/prod/marvel/i/mg/4/80/63863cee78368.jpg
75960620457100311,Star Wars: Hidden Empire (2022) #3,"Steven Cummings, Guru Efx, Vc Travis Lanham, Victor Olazaba, Mark Paniccia, Rachelle Rosenberg, Paulo Siqueira, Charles Soule, ",Comic Books,Star Wars,Star Wars: Hidden Empire (2022 - 2023),English,2023-02-08T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/63d28ea0bb3f0.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/b0/63d28ea0bb3f0.jpg
75960620457100411,Star Wars: Hidden Empire (2022) #4,"Steven Cummings, Guru Efx, Wayne Faucher, Victor Olazaba, Vc Travis Lanham, Mark Paniccia, Rachelle Rosenberg, Paulo Siqueira, Charles Soule, ",Comic Books,Star Wars,Star Wars: Hidden Empire (2022 - 2023),English,2023-03-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/a/70/63f4e9717e7ee.jpg,http://i.annihil.us/u/prod/marvel/i/mg/a/70/63f4e9717e7ee.jpg
75960620457100481,Star Wars: Hidden Empire (2022) #4 (Variant),"Steven Cummings, Guru Efx, Wayne Faucher, Victor Olazaba, Vc Travis Lanham, PEACH MOMOKO, Mark Paniccia, Charles Soule, ",Comic Books,Star Wars,Star Wars: Hidden Empire (2022 - 2023),English,2023-03-01T00:00:00-0500,32,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/00/63fce11fbbbfd.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/00/63fce11fbbbfd.jpg
75960620457100511,Star Wars: Hidden Empire (2022) #5,"Steven Cummings, Guru Efx, Wayne Faucher, Victor Olazaba, Vc Travis Lanham, Mark Paniccia, Rachelle Rosenberg, Paulo Siqueira, Charles Soule, ",Comic Books,Star Wars,Star Wars: Hidden Empire (2022 - 2023),English,2023-04-05T00:00:00-0400,40,,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/2/03/641e08371308c.jpg,http://i.annihil.us/u/prod/marvel/i/mg/2/03/641e08371308c.jpg
75960608851500111,Star Wars: Lando - Double or Nothing (2018) #1,"Rodney Barnes, Vc Joe Caramagna, W. Scott Forbes, Andres Mossa, Mark Paniccia, Paolo Villanelli, ",Comic Books,Star Wars,Star Wars: Lando - Double or Nothing (2018),English,2018-05-30T00:00:00-0400,32,"Straight from the frames of the highly-anticipated film SOLO: A STAR WARS STORY swaggers a younger and somehow even cockier Lando Calrissian! Before his days in the Rebellion, before he ran Cloud City, even before he lost the Millenium Falcon, comes this tale of Lando’s adventures and misadventures in search of love and money leading right up to his appearance in SOLO!",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/5b05c2c6f31fb.jpg,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/5b05c2c6f31fb.jpg
75960608851500211,Star Wars: Lando - Double or Nothing (2018) #2,"Rodney Barnes, Vc Joe Caramagna, W. Scott Forbes, Andres Mossa, Mark Paniccia, Paolo Villanelli, ",Comic Books,Star Wars,Star Wars: Lando - Double or Nothing (2018),English,2018-06-27T00:00:00-0400,32,"Lando Calrissian isn’t one to stick his neck out…unless there’s credits to be had for it. So, when he finds himself fighting for oppressed workers in a droid junkyard, they’d better hope their freedom is worth something to him…",Marvel,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/5b2c162c36f21.jpg,http://i.annihil.us/u/prod/marvel/i/mg/5/b0/5b2c162c36f21.jpg
75960608851500311,Star Wars: Lando - Double or Nothing (2018) #3,"Rodney Barnes, Vc Joe Caramagna, W. Scott Forbes, Andres Mossa, Mark Paniccia, Paolo Villanelli, ",Comic Books,Star Wars,Star Wars: Lando - Double or Nothing (2018),English,2018-07-25T00:00:00-0400,32,LANDO’s luck ran out when he was captured by BATALLA. Batalla’s in luck with a big payoff if he turns Lando over to his enemies. And there’s a lot of them. Will a galaxy of bad guys finally get their due against the ultimate thorn in their side?,Marvel,http://i.annihil.us/u/prod/marvel/i/mg/9/10/5b50b6f094bc4.jpg,http://i.annihil.us/u/prod/marvel/i/mg/9/10/5b50b6f094bc4.jpg
